objectid,title,narrator,interviewer,date,year,location,time-period-covered,length-of-interview,subject,subject-1,subject-2,subject-3,type,format,format-free,transcript-available,biography-available,release-form-available,catalog-number-if-applicable,institution,address,phone,email,website,notes
wyomingoralhistory1428,Martha Tyler Oral History Interview (1987),Martha Tyler,,1986-1987,1987,,,32:31:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.111,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1429,Unidentified Oral History Interview (1987),Unidentified,,1986-1987,1987,,,32:01:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.112,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1430,Susette Wagon Oral History Interview (1987),Susette Wagon,,1986-1987,1987,,,48:53:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.113,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1431,Mrs. Art E. Jones Oral History Interview (1987),Mrs. Art E. Jones,,1986-1987,1987,,,,Wind River Indian Reservation;Homesteading;Frances E. Warren,Wind River Indian Reservation,Homesteading,Frances E. Warren,record only,record,,,,,981.48.114,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1432,Jane Melania Little Ant Warren Oral History Interview (1987),Jane Melania Little Ant Warren,,1986-1987,1987,,,16:37:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.115,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1433,Janet Warren Oral History Interview (1987),Janet Warren,,1986-1987,1987,,,22:35:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.116,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1434,John A. Warren; Sr. Oral History Interview (1987),John A. Warren; Sr.,,1986-1987,1987,,,37:39:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.117,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1435,Daisy Watt Oral History Interview (1987),Daisy Watt,,1986-1987,1987,,,32:41:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.118,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1436,Herman and Ina Weed Oral History Interview (1987),Herman and Ina Weed,,1986-1987,1987,,,48:46:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.119,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1437,Star Weed Oral History Interview (1987),Star Weed,,1986-1987,1987,,,,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.120,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1438,Mildred Weeks Oral History Interview (1987),Mildred Weeks,,1986-1987,1987,,,,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.121,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1439,Tom Wesaw Oral History Interview (1987),Tom Wesaw,,1986-1987,1987,,,,Arapaho Indians;Shoshone Indians;Wind River Indian Reservation,Arapaho Indians,Shoshone Indians,Wind River Indian Reservation,record only,record,,,,,981.48.122,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1440,Blondell Whitehead and Irene Pecoraro Oral History Interview (1987),Blondell Whitehead and Irene Pecoraro,,1986-1987,1987,,,12:01:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.123,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1441,Ernest Whiteman; Jr. Oral History Interview (1987),Ernest Whiteman; Jr.,,1986-1987,1987,,,,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.124,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1442,Felix Whiteman Oral History Interview (1987),Felix Whiteman,,1986-1987,1987,,,,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.125,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1443,Mary Ann Whiteman Oral History Interview (1987),Mary Ann Whiteman,,1986-1987,1987,,,44:38:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.126,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1444,Jake Whiteplume Oral History Interview (1987),Jake Whiteplume,,1986-1987,1987,,,33:18:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.127,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1445,Martha Williamson Oral History Interview (1987),Martha Williamson,,1986-1987,1987,,,48:54:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.128,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1446,Clina Willow Oral History Interview (1987),Clina Willow,,1986-1987,1987,,,18:50:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.129,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1447,Richard Albert Willow Oral History Interview (1987),Richard Albert Willow,,1986-1987,1987,,,2:16:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.130,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1448,Hazel Winchester Oral History Interview (1987),Hazel Winchester,,1986-1987,1987,,,48:39:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.131,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1449,Unidentified Oral History Interview (1987),Unidentified,,1986-1987,1987,,,13:28:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.132,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1450,Felix Wolf Oral History Interview (1987),Felix Wolf,,1986-1987,1987,,,22:06:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.133,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1451,Mary Wolfrang Oral History Interview (1987),Mary Wolfrang,,1986-1987,1987,,,9:51:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.134,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1452,Maria Danks Oral History Interview (1905),Maria Danks,Louise Ode,5/28/1905,1905,,,28:00:00,Cattle Kate (Ella Watson);Jim Averill;,Cattle Kate (Ella Watson),Jim Averill,,record only,record,,,,,981.49.1,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1453,Mary Wortham Oral History Interview (1905),Mary Wortham,Louise Ode,5/28/1905,1905,,,,Worland and Gooseberry Creek;;,Worland and Gooseberry Creek,,,record only,record,,,,,981.49.1.1,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1454,Margaret Hoyt Oral History Interview (1905),Margaret Hoyt,Louise Ode,5/28/1905,1905,,,30:39:00,"Hudson, WY history;;","Hudson, WY history",,,record only,record,,,,,981.49.2,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1455,Jules Farlow Oral History Interview (),Jules Farlow,Henry Hudson,,,,,30:31:00,Wind River Indian Reservation;Rodeos;Movies,Wind River Indian Reservation,Rodeos,Movies,record only,record,,,,,981.49.3,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1456,Martha Dickinson Petersdorf; Mrs. Oliver Leedy Oral History Interview (),Martha Dickinson Petersdorf; Mrs. Oliver Leedy,,,,,,29:00:00,Public Health/Nursing;Mrs. R.H. Hall;Esther Morris,Public Health/Nursing,Mrs. R.H. Hall,Esther Morris,record only,record,,,,,981.49.4,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1457,Charles Markley Oral History Interview (),Charles Markley,,,,,,30:20:00,Wind River Indian Reservation;;,Wind River Indian Reservation,,,record only,record,,,,,981.49.5,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1458,Kleber Hadsell Oral History Interview (),Kleber Hadsell,,,,,,30:34:00,Travel;;,Travel,,,record only,record,,,,,981.49.6-2A,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1459,Kleber Hadsell Oral History Interview (),Kleber Hadsell,,,,,,14:23:00,Family;History;,Family,History,,record only,record,,,,,981.49.6-1B,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1460,Kleber Hadsell Oral History Interview (),Kleber Hadsell,,,,,,16:10:00,Family;History;,Family,History,,record only,record,,,,,981.49.6-2B,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1461,Mr. Gaddis Oral History Interview (),Mr. Gaddis,,,,,,30:46:00,;;,,,,record only,record,,,,,981.49.9A,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1462,Henry Hudson Oral History Interview (),Henry Hudson,,,,,,26:21:00,;;,,,,record only,record,,,,,981.49.9B,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1463,Mrs. Lewis Oral History Interview (),Mrs. Lewis,,,,,,,"Lost Cabin, WY;;","Lost Cabin, WY",,,record only,record,,,,,981.49.9,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1464,James Moore Oral History Interview (),James Moore,,,,,,,Chief Washakie;;,Chief Washakie,,,record only,record,,,,,981.49.9,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1465,Sharpnose Oral History Interview (),Sharpnose,,,,,,24:03:00,;;,,,,record only,record,,,,,981.49.10A,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1466,Mrs. Tonkin Oral History Interview (),Mrs. Tonkin,,,,,,22:01:00,St. Stephen's Mission;Wind River Indian Reservation;,St. Stephen's Mission,Wind River Indian Reservation,,record only,record,,,,,981.49.10B,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1467,Ila Lewis Oral History Interview (),Ila Lewis,,,,,,,Farthing Family;;,Farthing Family,,,record only,record,,,,,981.49.10,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1468,Maria Danks Oral History Interview (),Maria Danks,,,,,,11:31:00,Cattle Kate (Ella Watson);;,Cattle Kate (Ella Watson),,,record only,record,,,,,981.49.11A,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1469,Clayton Danks Oral History Interview (),Clayton Danks,,,,,,23:01:00,Cowboys;;,Cowboys,,,record only,record,,,,,981.49.11B,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1470,Al Misegadis Oral History Interview (),Al Misegadis,,,,,,23:01:00,Calamity Jane;;,Calamity Jane,,,record only,record,,,,,981.49.11B,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1471,Charles Kimble Oral History Interview (),Charles Kimble,,,,,,24:00:00,Local history;;,Local history,,,record only,record,,,,,981.49.12,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1472,Ruth Kiel Oral History Interview (),Ruth Kiel,,,,,,,Local history;;,Local history,,,record only,record,,,,,981.49.12,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1473,Bill Marion Oral History Interview (),Bill Marion,,,,,,29:55:00,"Lander, WY history;;","Lander, WY history",,,record only,record,,,,,981.49.13,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1474,Celia Hart Oral History Interview (),Celia Hart,,,,,,,History;Edmo LeClair;,History,Edmo LeClair,,record only,record,,,,,981.49.13,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1475,J.K. Moore Oral History Interview (),J.K. Moore,,,,,,,Fort Washakie;Wind River Indian Reservation;,Fort Washakie,Wind River Indian Reservation,,record only,record,,,,,981.49.13,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
